検索キーID,表示名,ソース,分類,必須可,検索対象,保有件数,保有率,記載率,歯科,状態,同名,備考
M2457,救急看護認定看護師,専門医,専門医,0,1,856,1.21%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本看護協会(856)
M2458,がん専門薬剤師,専門医,専門医,0,1,835,1.18%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本医療薬学会(835)
M2459,集中ケア認定看護師,専門医,専門医,0,1,817,1.15%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本看護協会(817)
M2460,核医学専門医,専門医,専門医,0,1,765,1.08%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本核医学会(765)
M2461,手術看護認定看護師,専門医,専門医,0,1,743,1.05%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本看護協会(743)
M2462,臨床遺伝専門医,専門医,専門医,0,1,741,1.04%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本人類遺伝学会(741)
M2463,がん薬物療法専門医,専門医,専門医,0,1,730,1.03%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本臨床腫瘍学会(730)
M2464,がん看護専門看護師,専門医,専門医,0,1,704,0.99%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本看護協会(704)
M2465,がん性疼痛看護認定看護師,専門医,専門医,0,1,703,0.99%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本看護協会(703)
M2466,婦人科腫瘍専門医,専門医,専門医,0,1,685,0.96%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本婦人科腫瘍学会(685)
M2467,周産期(新生児)専門医,専門医,専門医,0,1,678,0.95%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本周産期・新生児医学会(678)
M2468,訪問看護認定看護師,専門医,専門医,0,1,674,0.95%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本看護協会(674)
M2469,生殖医療専門医,専門医,専門医,0,1,644,0.91%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本生殖医学会(644)
M2470,小児外科専門医,専門医,専門医,0,1,606,0.85%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本小児外科学会(606)
M2471,透析看護認定看護師,専門医,専門医,0,1,566,0.80%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本看護協会(566)
M2472,精神看護専門看護師,専門医,専門医,0,1,564,0.79%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本看護協会(564)
M2473,乳がん看護認定看護師,専門医,専門医,0,1,524,0.74%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本看護協会(524)
M2474,内科専門医,専門医,専門医,0,1,524,0.74%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本専門医機構(521)、日本内科学会(3)
M2475,新生児集中ケア認定看護師,専門医,専門医,0,1,470,0.66%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本看護協会(470)
M2476,がん放射線療法看護認定看護師,専門医,専門医,0,1,440,0.62%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本看護協会(440)
M2477,慢性疾患看護専門看護師,専門医,専門医,0,1,434,0.61%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本看護協会(434)
M2478,急性・重症患者看護専門看護師,専門医,専門医,0,1,423,0.60%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本看護協会(423)
M2479,感染症看護専門看護師,専門医,専門医,0,1,418,0.59%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本看護協会(418)
M2480,心療内科専門医,専門医,専門医,0,1,405,0.57%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本心療内科学会(404)、日本心身医学会・特定非営利活動法人日本心療内科学会　合同認定(1)
M2481,小児救急看護認定看護師,専門医,専門医,0,1,396,0.56%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本看護協会(396)
M2482,一般病院連携精神医学専門医,専門医,専門医,0,1,395,0.56%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本総合病院精神医学会(395)
M2483,老人看護専門看護師,専門医,専門医,0,1,389,0.55%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本看護協会(389)
M2484,小児看護専門看護師,専門医,専門医,0,1,387,0.54%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本看護協会(387)
M2485,レーザー専門医,専門医,専門医,0,1,374,0.53%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本レーザー医学会(374)
M2486,熱傷専門医,専門医,専門医,0,1,367,0.52%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本熱傷学会(367)
M2487,不妊症看護認定看護師,専門医,専門医,0,1,358,0.50%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本看護協会(358)
M2488,母性看護専門看護師,専門医,専門医,0,1,347,0.49%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本看護協会(347)
M2489,補綴歯科専門医,専門医,専門医,0,0,339,0.48%,43.7%,1,現行,,表示名から歯科と判定。医療職のレビューで戻すことがある / 歯科。医科の逆紹介では使わない / 日本歯科専門医機構(339)
M2490,地域看護専門看護師,専門医,専門医,0,1,274,0.39%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本看護協会(274)
M2491,総合診療専門医,専門医,専門医,0,1,185,0.26%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本専門医機構(185)
M2492,臨床検査専門医,専門医,専門医,0,1,53,0.07%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有53件。表記ゆれの残骸でないか要確認 / 日本専門医機構(53)
M2493,周産期（新生児）専門医,専門医,専門医,0,1,46,0.06%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有46件。表記ゆれの残骸でないか要確認 / 日本周産期・新生児医学会(46)
M2494,-,専門医,専門医,0,1,20,0.03%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有20件。表記ゆれの残骸でないか要確認 / 日本アレルギー学会(2)、日本専門医機構(2)、日本消化器病学会(2)、日本人類遺伝学会(1)、日本内科学会(1)、日本呼吸器学会(1)、日本外科学会(1)、日本小児神経学会(1)、日本東洋医学会(1)、日本歯科専門医機構(1)、日本消化器内視鏡学会(1)、日本神経学会(1)、日本肝臓学会(1)、日本小児科学会(1)、日本看護協会(1)、日本呼吸器内視鏡学会(1)、日本歯科放射線学会(1)
M2495,緩和医療専門薬剤師,専門医,専門医,0,1,17,0.02%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有17件。表記ゆれの残骸でないか要確認 / 日本緩和医療薬学会(17)
M2496,乳癌専門医,専門医,専門医,0,1,5,0.01%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有5件。表記ゆれの残骸でないか要確認 / 日本乳癌学会(5)
M2497,慢性心不全看護認定看護師,専門医,専門医,0,1,3,0.00%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有3件。表記ゆれの残骸でないか要確認 / 慢性心不全看護認定看護師(3)
M2498,脳卒中リハビリテーション介護認定看護師,専門医,専門医,0,1,3,0.00%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有3件。表記ゆれの残骸でないか要確認 / 脳卒中リハビリテーション介護認定看護師(3)
M2499,日本脳神経外科学会専門医,専門医,専門医,0,1,2,0.00%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有2件。表記ゆれの残骸でないか要確認 / 日本脳神経外科学会(2)
M2500,日本脳神経血管内治療学会専門医,専門医,専門医,0,1,2,0.00%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有2件。表記ゆれの残骸でないか要確認 / 日本脳神経血管内治療学会(2)
M2501,認定内科医,専門医,専門医,0,1,2,0.00%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有2件。表記ゆれの残骸でないか要確認 / 日本内科学会(2)
M2502,プライマリケア認定医・指導医,専門医,専門医,0,1,1,0.00%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有1件。表記ゆれの残骸でないか要確認 / 副院長(1)
M2503,児童精神科専門医,専門医,専門医,0,1,1,0.00%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有1件。表記ゆれの残骸でないか要確認 / 日本児童青年精神医学会(1)
M2504,内分泌代謝・糖尿病内科(領域)専門医,専門医,専門医,0,1,1,0.00%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有1件。表記ゆれの残骸でないか要確認 / 日本内分泌学会・日本糖尿病学会(1)
M2505,内分泌代謝・糖尿病内科　専門医,専門医,専門医,0,1,1,0.00%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有1件。表記ゆれの残骸でないか要確認 / 日本糖尿病学会、一般社団法人日本内分泌学会(1)
M2506,内分泌代謝・糖尿病内科　領域指導医,専門医,専門医,0,1,1,0.00%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有1件。表記ゆれの残骸でないか要確認 / 日本糖尿病学会、一般社団法人日本内分泌学会(1)
M2507,内分泌代謝（内科）専門医,専門医,専門医,0,1,1,0.00%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有1件。表記ゆれの残骸でないか要確認 / 日本内分泌学会(1)
M2508,慢性呼吸器疾患看護認定看護師,専門医,専門医,0,1,1,0.00%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有1件。表記ゆれの残骸でないか要確認 / 慢性呼吸器疾患看護認定看護師(1)
M2509,救急専門医,専門医,専門医,0,1,1,0.00%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有1件。表記ゆれの残骸でないか要確認 / 日本救急医学会(1)
M2510,整形外科専門医認定,専門医,専門医,0,1,1,0.00%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有1件。表記ゆれの残骸でないか要確認 / 日本整形外科学会(1)
M2511,日本アレルギー学会アレルギー専門医,専門医,専門医,0,1,1,0.00%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有1件。表記ゆれの残骸でないか要確認 / 日本アレルギー学会(1)
M2512,日本プライマリ・ケア連合学会認定医,専門医,専門医,0,1,1,0.00%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有1件。表記ゆれの残骸でないか要確認 / 日本プライマリ・ケア連合学会(1)
M2513,日本リハビリテーション医学会認定臨床医,専門医,専門医,0,1,1,0.00%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有1件。表記ゆれの残骸でないか要確認 / 日本リハビリテーション医学会(1)
M2514,日本体育協会公認 スポーツドクター医学博士,専門医,専門医,0,1,1,0.00%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有1件。表記ゆれの残骸でないか要確認 / 日本整形外科学会(1)
M2515,日本内分泌学会内分泌代謝科(脳神経外科)専門医,専門医,専門医,0,1,1,0.00%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有1件。表記ゆれの残骸でないか要確認 / 日本内分泌学会(1)
M2516,日本内科学会総合内科専門医,専門医,専門医,0,1,1,0.00%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有1件。表記ゆれの残骸でないか要確認 / 日本内科学会(1)
M2517,日本内科学会認定内科専門医,専門医,専門医,0,1,1,0.00%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有1件。表記ゆれの残骸でないか要確認 / 日本内科学会(1)
M2518,日本内科学会認定医,専門医,専門医,0,1,1,0.00%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有1件。表記ゆれの残骸でないか要確認 / 日本内科学会(1)
M2519,日本口腔インプラント学会指導医,専門医,専門医,0,0,1,0.00%,43.7%,1,現行,,表示名から歯科と判定。医療職のレビューで戻すことがある / 歯科。医科の逆紹介では使わない / 日本口腔インプラント学会(1)
M2520,日本呼吸器内視鏡学会気管支鏡専門医,専門医,専門医,0,1,1,0.00%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有1件。表記ゆれの残骸でないか要確認 / 日本呼吸器内視鏡学会(1)
M2521,日本呼吸器学会呼吸器専門医,専門医,専門医,0,1,1,0.00%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有1件。表記ゆれの残骸でないか要確認 / 日本呼吸器学会(1)
M2522,日本専門医機構認定 整形外科専門医,専門医,専門医,0,1,1,0.00%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有1件。表記ゆれの残骸でないか要確認 / 日本整形外科学会(1)
M2523,日本専門医機構認定内科専門医,専門医,専門医,0,1,1,0.00%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有1件。表記ゆれの残骸でないか要確認 / 日本専門医機構(1)
M2524,日本専門医機構認定臨床検査専門医,専門医,専門医,0,1,1,0.00%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有1件。表記ゆれの残骸でないか要確認 / 日本専門医機構(1)
M2525,日本専門医機構麻酔科専門医,専門医,専門医,0,1,1,0.00%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有1件。表記ゆれの残骸でないか要確認 / 日本麻酔科学会(1)
M2526,日本小児科学会専門医,専門医,専門医,0,1,1,0.00%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有1件。表記ゆれの残骸でないか要確認 / 日本小児科学会(1)
M2527,日本小児科学会認定医,専門医,専門医,0,1,1,0.00%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有1件。表記ゆれの残骸でないか要確認 / 日本小児科学会(1)
M2528,日本循環器学会循環器専門医,専門医,専門医,0,1,1,0.00%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有1件。表記ゆれの残骸でないか要確認 / 日本循環器学会(1)
M2529,日本感染症学会認定感染症専門医,専門医,専門医,0,1,1,0.00%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有1件。表記ゆれの残骸でないか要確認 / 日本感染症学会(1)
M2530,日本整形外科学会認定整形外科専門医,専門医,専門医,0,1,1,0.00%,43.7%,0,現行,,記載率43.7%。加点のみ / 保有1件。表記ゆれの残骸でないか要確認 / 日本整形外科学会(1)
